homeid,provenance,provenancedetail,energytype,date,reading
185,907,all_web_end,gas,2018-06-01,18101
186,916,all_web_end,electricity,2018-05-23,1846
186,916,all_web_end,gas,2018-05-23,16224159
187,910,all_web_end,electricity,2018-06-04,40448
187,910,all_web_end,gas,2018-06-04,17296
193,926,all_inapp_meters_mid,electricity,2017-12-08,48979
193,926,all_inapp_meters_mid,gas,2017-12-08,13127
193,926,all_web_end,electricity,2018-06-20,50641
193,926,all_web_end,gas,2018-06-20,13545.578000000001
194,927,all_inapp_meters_mid,electricity,2017-12-07,26213
194,927,all_inapp_meters_mid,gas,2017-12-07,6136
194,927,all_web_end,electricity,2018-05-24,26842
194,927,all_web_end,gas,2018-05-24,6197
195,928,all_web_end,electricity,2018-05-30,78315
195,928,all_web_end,gas,2018-05-30,4626
197,972,all_inapp_meters_mid,electricity,2017-12-14,35693
197,972,all_inapp_meters_mid,gas,2017-12-14,7965
201,996,all_inapp_meters_mid,electricity,2017-12-11,95397
201,996,all_inapp_meters_mid,gas,2017-12-11,5954
201,996,all_web_end,electricity,2018-06-04,97082
201,996,all_web_end,gas,2018-06-04,6407
203,1007,all_inapp_meters_mid,electricity,2017-12-08,32214
203,1007,all_inapp_meters_mid,gas,2017-12-08,22382
203,1007,all_web_end,electricity,2018-05-27,33123
203,1007,all_web_end,gas,2018-05-27,22886.694
205,1019,all_inapp_meters_mid,electricity,2017-12-08,66816
205,1019,all_inapp_meters_mid,gas,2017-12-08,460
205,1019,all_web_end,electricity,2018-05-23,67592
205,1019,all_web_end,gas,2018-05-23,739
208,1021,all_inapp_meters_mid,electricity,2017-12-09,11912
208,1021,all_inapp_meters_mid,gas,2017-12-09,3479
208,1021,all_web_end,electricity,2018-06-01,13581
208,1021,all_web_end,gas,2018-06-01,3709
209,1058,all_web_end,electricity,2018-06-25,29935
209,1058,all_web_end,gas,2018-06-25,709
212,1033,all_web_end,electricity,2018-06-22,237
212,1033,all_web_end,gas,2018-06-22,2612
216,1042,all_inapp_meters_mid,electricity,2017-12-14,6191
216,1042,all_inapp_meters_mid,gas,2017-12-14,1323
216,1042,all_web_end,electricity,2018-06-01,6530
216,1042,all_web_end,gas,2018-06-01,138565
221,1049,all_inapp_meters_mid,electricity,2017-12-12,67411
221,1049,all_inapp_meters_mid,gas,2017-12-12,9046
222,1051,all_inapp_meters_mid,electricity,2017-12-09,7883
222,1051,all_inapp_meters_mid,gas,2017-12-09,2027
224,1059,all_inapp_meters_mid,electricity,2017-12-10,79073
224,1059,all_inapp_meters_mid,gas,2017-12-10,26500
225,1061,all_web_end,electricity,2018-06-07,36323
225,1061,all_web_end,gas,2018-06-07,2712.67
226,1063,all_inapp_meters_mid,electricity,2017-12-13,905
226,1063,all_inapp_meters_mid,gas,2017-12-13,7137
227,1065,all_inapp_meters_mid,electricity,2017-12-08,5874
227,1065,all_inapp_meters_mid,gas,2017-12-08,10633
227,1065,all_web_end,electricity,2018-05-28,8373
227,1065,all_web_end,gas,2018-05-28,11500
230,1075,all_inapp_meters_mid,electricity,2017-12-11,75993
230,1075,all_inapp_meters_mid,gas,2017-12-11,11015
230,1075,all_web_end,electricity,2018-05-24,78123
230,1075,all_web_end,gas,2018-05-24,11450
231,1079,all_inapp_meters_mid,electricity,2017-12-14,56841
231,1079,all_inapp_meters_mid,gas,2017-12-14,641
231,1079,all_web_end,electricity,2018-05-31,59335
231,1079,all_web_end,gas,2018-05-31,1378
232,1071,all_web_end,electricity,2018-06-21,60542
232,1071,all_web_end,gas,2018-06-21,22936994
235,1092,all_inapp_meters_mid,electricity,2017-12-11,143582
235,1092,all_inapp_meters_mid,gas,2017-12-11,8175
236,1084,all_inapp_meters_mid,electricity,2017-12-14,9656
236,1084,all_inapp_meters_mid,gas,2017-12-14,2679
236,1084,all_web_end,electricity,2018-05-23,11861
236,1084,all_web_end,gas,2018-05-23,3215
237,1090,all_web_end,electricity,2018-06-23,51930
237,1090,all_web_end,gas,2018-06-23,5866
238,1093,all_inapp_meters_mid,electricity,2017-12-11,17879
238,1093,all_inapp_meters_mid,gas,2017-12-11,2548
238,1093,all_web_end,electricity,2018-05-24,19253
238,1093,all_web_end,gas,2018-05-24,2804
240,1095,all_inapp_meters_mid,electricity,2017-12-10,5456
240,1095,all_inapp_meters_mid,gas,2017-12-10,1886
240,1095,all_web_end,electricity,2018-05-23,6133
240,1095,all_web_end,gas,2018-05-23,2379
242,1104,all_inapp_meters_mid,electricity,2017-12-13,61677
242,1104,all_inapp_meters_mid,gas,2017-12-13,1822
242,1104,all_web_end,electricity,2018-05-29,63146
242,1104,all_web_end,gas,2018-05-29,2300
243,1099,all_web_end,electricity,2018-05-23,57807
243,1099,all_web_end,gas,2018-05-23,1269167
243,1100,all_inapp_meters_mid,electricity,2017-12-14,56478
243,1100,all_inapp_meters_mid,gas,2017-12-14,12064
244,1107,all_web_end,electricity,2018-05-23,230183
244,1107,all_web_end,gas,2018-05-23,9789
248,1128,all_inapp_meters_mid,electricity,2017-12-08,91858
248,1128,all_inapp_meters_mid,gas,2017-12-08,5930
251,1133,all_inapp_meters_mid,electricity,2017-12-10,92112
251,1133,all_inapp_meters_mid,gas,2017-12-10,13635
251,1133,all_web_end,electricity,2018-05-29,92731
251,1133,all_web_end,gas,2018-05-29,14212
252,1139,all_inapp_meters_mid,electricity,2017-12-08,7949
252,1139,all_inapp_meters_mid,gas,2017-12-08,4100
252,1139,all_web_end,electricity,2018-05-23,8687
252,1139,all_web_end,gas,2018-05-23,4646
253,1163,all_inapp_meters_mid,electricity,2017-12-13,1085
253,1163,all_inapp_meters_mid,gas,2017-12-13,21664
253,1163,all_web_end,electricity,2018-06-12,4196
253,1163,all_web_end,gas,2018-06-12,22444
254,1134,all_inapp_meters_mid,electricity,2017-12-07,30652
254,1134,all_inapp_meters_mid,gas,2017-12-07,3756013
255,1165,all_web_end,electricity,2018-06-03,67604
255,1165,all_web_end,gas,2018-06-03,19115
256,1142,all_inapp_meters_mid,electricity,2017-12-07,96935
256,1142,all_inapp_meters_mid,gas,2017-12-07,18940
256,1142,all_web_end,electricity,2018-05-28,97674
256,1142,all_web_end,gas,2018-05-28,19229
258,1147,all_inapp_meters_mid,electricity,2017-12-12,38043
258,1147,all_inapp_meters_mid,gas,2017-12-12,17904
258,1147,all_web_end,electricity,2018-06-12,38789
258,1147,all_web_end,gas,2018-06-12,18386
259,1176,all_web_end,electricity,2018-06-22,94682
259,1176,all_web_end,gas,2018-06-22,16245
260,1149,all_web_end,electricity,2018-05-29,44024
260,1149,all_web_end,gas,2018-05-29,8817
262,1151,all_inapp_meters_mid,electricity,2017-12-09,18508
262,1151,all_inapp_meters_mid,gas,2017-12-09,5213
266,1168,all_inapp_meters_mid,electricity,2017-12-07,80864
266,1168,all_web_end,electricity,2018-06-22,82757
266,1168,all_web_end,gas,2018-06-22,37511
268,1172,all_web_end,electricity,2018-05-26,18885
268,1172,all_web_end,gas,2018-05-26,1610
269,1184,all_web_end,electricity,2018-05-23,39307
269,1184,all_web_end,gas,2018-05-23,17724
270,1180,all_web_end,electricity,2018-05-24,25213
273,1188,all_web_end,electricity,2018-05-23,61987
273,1188,all_web_end,gas,2018-05-23,5542
275,1191,all_web_end,electricity,2018-06-03,31628
275,1191,all_web_end,gas,2018-06-03,9666
277,1198,all_web_end,electricity,2018-05-24,18946
277,1198,all_web_end,gas,2018-05-24,4104
279,1213,all_web_end,electricity,2018-06-24,98944
279,1213,all_web_end,gas,2018-06-24,9254
281,1214,all_web_end,electricity,2018-05-25,76695
281,1214,all_web_end,gas,2018-05-25,9932
283,1210,all_web_end,electricity,2018-05-23,13203
283,1210,all_web_end,gas,2018-05-23,30407
286,1222,all_web_end,electricity,2018-06-05,16043
286,1222,all_web_end,gas,2018-06-05,2407
287,1227,all_web_end,electricity,2018-05-25,72407
287,1227,all_web_end,gas,2018-05-25,2095
290,1238,all_web_end,electricity,2018-05-23,58311
290,1238,all_web_end,gas,2018-05-23,314
291,1223,all_web_end,electricity,2018-06-05,23318
291,1223,all_web_end,gas,2018-06-05,21188
292,1225,all_web_end,electricity,2018-06-06,23048
292,1225,all_web_end,gas,2018-06-06,3163
298,1246,all_web_end,electricity,2018-06-08,22639
298,1246,all_web_end,gas,2018-06-08,4896
299,1245,all_web_end,electricity,2018-05-23,3433
299,1245,all_web_end,gas,2018-05-23,2301
300,1248,all_web_end,electricity,2018-06-04,46225
300,1248,all_web_end,gas,2018-06-04,3814
304,1255,all_web_end,electricity,2018-06-05,73555
304,1255,all_web_end,gas,2018-06-05,20875
309,1272,all_web_end,electricity,2018-05-23,78140
309,1272,all_web_end,gas,2018-05-23,6573
311,1278,all_web_end,electricity,2018-06-29,27552
311,1278,all_web_end,gas,2018-06-29,13979282
318,1289,all_web_end,electricity,2018-06-22,3826.1
318,1289,all_web_end,gas,2018-06-22,8604
319,1288,all_web_end,electricity,2018-06-29,1359
319,1288,all_web_end,gas,2018-06-29,28514
320,1293,all_web_end,electricity,2018-06-05,87316
320,1293,all_web_end,gas,2018-06-05,4611
321,1295,all_web_end,electricity,2018-06-04,97446
321,1295,all_web_end,gas,2018-06-04,9643
322,1299,all_web_end,electricity,2018-05-23,88353
322,1299,all_web_end,gas,2018-05-23,10167
323,1296,all_web_end,electricity,2018-06-01,1552
323,1296,all_web_end,gas,2018-06-01,8631
326,1297,all_web_end,electricity,2018-05-27,63889
326,1297,all_web_end,gas,2018-05-27,3002
328,1306,all_web_end,electricity,2018-06-28,25531
328,1306,all_web_end,gas,2018-06-28,1018
329,1311,all_web_end,electricity,2018-06-08,17622
329,1311,all_web_end,gas,2018-06-08,3411
331,1324,all_web_end,electricity,2018-06-05,52596
331,1324,all_web_end,gas,2018-06-05,22526
335,1336,all_web_end,electricity,2018-06-05,20232
335,1336,all_web_end,gas,2018-06-05,15284
